rosbagTimestamp,data
1612712967486542760,0.244346097112
1612712967556917756,0.244346097112
1612712967622168858,0.244346097112
1612712967692811016,0.244346097112
1612712967751719208,0.244346097112
1612712967810055417,0.226892799139
1612712967883017327,0.226892799139
1612712967959580903,0.209439516068
1612712968008444600,0.191986218095
1612712968082660242,0.191986218095
1612712968139558233,0.191986218095
1612712968195061457,0.191986218095
1612712968253625904,0.209439516068
1612712968316904015,0.261799395084
1612712968386611589,0.279252678156
1612712968451266933,0.244346097112
1612712968516980393,0.209439516068
1612712968580829655,0.209439516068
1612712968652577297,0.261799395084
1612712968713092495,0.488692194223
1612712968780432296,1.1344640255
1612712968843118577,1.20427715778
1612712968906468528,1.15191733837
1612712968966136079,1.11701071262
1612712969030627617,1.27409040928
1612712969099569543,1.27409040928
1612712969162299657,1.20427715778
1612712969226623039,1.16937065125
1612712969289197520,1.11701071262
1612712969360577771,1.06465089321
1612712969406484731,1.06465089321
1612712969477890972,1.04719758034
1612712969540532148,1.02974426746
1612712969607750281,1.01229095459
1612712969684816401,0.994837701321
1612712969739068798,0.959931075573
1612712969804113834,0.575958669186
1612712969862512820,0.296705961227
1612712969922185638,0.261799395084
1612712969989560184,0.244346097112
1612712970050208481,0.279252678156
1612712970114749331,0.680678427219
1612712970184100366,0.802851438522
1612712970243015361,0.83775806427
1612712970306203293,0.855211317539
1612712970373672316,0.83775806427
1612712970442403879,0.83775806427
1612712970512489402,0.785398185253
1612712970591477869,0.418879032135
1612712970640848627,0.226892799139
1612712970701639251,0.191986218095
1612712970759346871,0.174532920122
1612712970830802443,0.418879032135
1612712970892975802,0.680678427219
1612712970953171349,0.820304751396
1612712971014644845,1.02974426746
1612712971079091438,1.01229095459
1612712971151388850,1.01229095459
1612712971220723651,1.08210408688
1612712971280012831,1.18682384491
1612712971348121106,1.16937065125
1612712971406332911,1.11701071262
1612712971474810367,1.09955739975
1612712971545227652,1.06465089321
1612712971608649854,1.04719758034
1612712971687148912,1.04719758034
1612712971752508147,1.04719758034
1612712971811408665,1.01229095459
1612712971867926863,1.01229095459
1612712971920552508,0.994837701321
1612712971976362388,0.698131680489
1612712972039118249,0.38397243619
1612712972104413103,0.296705961227
1612712972172207468,0.261799395084
1612712972215912526,0.244346097112
1612712972284449454,0.349065840244
1612712972332189392,0.645771801472
1612712972434333021,0.750491559505
1612712972484437617,1.06465089321
1612712972527191551,1.02974426746
1612712972569122070,1.01229095459
1612712972618101975,0.977384388447
1612712972677447979,0.959931075573
1612712972731570562,0.767944872379
1612712972815203051,0.366519153118
1612712972860194864,0.209439516068
1612712972919746433,0.174532920122
1612712972974729130,0.174532920122
1612712973083031615,0.226892799139
1612712973125899302,0.436332315207
1612712973159085014,0.890117943287
1612712973205085560,1.09955739975
1612712973267714113,1.11701071262
1612712973326913161,1.11701071262
1612712973397622814,1.23918378353
1612712973481632682,1.34390354156
1612712973523972439,1.29154360294
1612712973573431483,1.20427715778
1612712973633770078,1.16937065125
1612712973700527967,1.1344640255
1612712973767123664,1.09955739975
1612712973833634319,1.04719758034
1612712973898570982,1.04719758034
1612712973970139076,1.04719758034
1612712974031141367,1.04719758034
1612712974123546304,0.994837701321
1612712974167640885,0.959931075573
1612712974209336633,0.767944872379
1612712974263218060,0.436332315207
1612712974324830180,0.209439516068
1612712974383376423,0.209439516068
1612712974446101386,0.226892799139
1612712974512524997,0.401425719261
1612712974576958867,0.802851438522
1612712974640976646,1.01229095459
1612712974717499626,0.994837701321
1612712974781790207,1.01229095459
1612712974824508814,1.01229095459
1612712974889431522,0.890117943287
1612712974952848183,0.593411922455
1612712975014459527,0.349065840244
1612712975067769945,0.191986218095
1612712975127830430,0.191986218095
1612712975196214471,0.191986218095
1612712975257249414,0.331612557173
1612712975331907591,0.820304751396
1612712975389286879,1.11701071262
1612712975452236744,1.16937065125
1612712975519629846,1.23918378353
1612712975580252033,1.23918378353
1612712975650580682,1.25663709641
1612712975716614990,1.27409040928
1612712975779161773,1.27409040928
1612712975846430771,1.25663709641
1612712975909027644,1.25663709641
1612712975983743365,1.20427715778
1612712976043445116,1.16937065125
1612712976111013717,1.15191733837
1612712976169873829,1.1344640255
1612712976237177823,1.09955739975
1612712976293725777,1.1344640255
1612712976362157938,1.11701071262
1612712976420871394,0.733038306236
1612712976484516544,0.296705961227
1612712976557752698,0.226892799139
1612712976605516752,0.226892799139
1612712976682527097,0.226892799139
1612712976745194271,0.750491559505
1612712976801416504,1.18682384491
1612712976868344784,1.04719758034
1612712976935920457,1.11701071262
1612712977002248481,1.09955739975
1612712977071683873,1.04719758034
1612712977126290495,0.767944872379
1612712977189777098,0.38397243619
1612712977247735959,0.226892799139
1612712977315474679,0.191986218095
1612712977373568774,0.174532920122
1612712977435217939,0.244346097112
1612712977496616984,0.698131680489
1612712977556287206,1.20427715778
1612712977624678350,1.27409040928
1612712977695636238,1.23918378353
1612712977755148796,1.29154360294
1612712977808171396,1.39626336098
1612712977874896534,1.39626336098
1612712977939044337,1.36135685444
1612712977996621311,1.34390354156
1612712978056414594,1.32645022869
1612712978124583822,1.27409040928
1612712978189105947,1.25663709641
1612712978259509656,1.23918378353
1612712978318125961,1.23918378353
1612712978388562231,1.22173047066
1612712978460728298,1.18682384491
1612712978506204610,1.15191733837
1612712978571283720,0.907571196556
1612712978636838913,0.296705961227
1612712978703085814,0.209439516068
1612712978764897514,0.209439516068
1612712978832247624,0.209439516068
1612712978898917378,0.331612557173
1612712978965082586,0.802851438522
1612712979031489076,0.83775806427
1612712979096983756,1.01229095459
1612712979155621872,1.01229095459
1612712979216866056,0.959931075573
1612712979273588869,0.92502450943
1612712979335032758,0.767944872379
1612712979400216695,0.349065840244
1612712979457212579,0.209439516068
1612712979524833864,0.157079637051
1612712979591289512,0.157079637051
1612712979660446422,0.174532920122
1612712979718991443,0.506145477295
1612712979794157117,0.663225114346
1612712979860624672,0.942477822304
1612712979923621646,1.04719758034
1612712979993918044,1.09955739975
1612712980051493726,1.15191733837
1612712980114198020,1.22173047066
1612712980186501154,1.18682384491
1612712980251991415,1.16937065125
1612712980315505860,1.15191733837
1612712980382964364,1.15191733837
1612712980443061787,1.15191733837
1612712980498316935,1.1344640255
1612712980566771187,1.15191733837
1612712980643100976,1.16937065125
1612712980692923071,1.16937065125
1612712980765060279,1.15191733837
1612712980828568442,1.09955739975
1612712980883868699,1.06465089321
1612712980925504876,0.83775806427
1612712980974143270,0.418879032135
1612712981038704628,0.261799395084
1612712981109239114,0.244346097112
1612712981170002527,0.244346097112
1612712981226473216,0.331612557173
1612712981292958815,0.436332315207
1612712981362062185,0.558505356312
1612712981427512631,0.942477822304
1612712981499778104,0.907571196556
1612712981567180623,0.820304751396
1612712981627764970,0.733038306236
1612712981714724718,0.541052043438
1612712981749863248,0.331612557173
1612712981804110015,0.226892799139
1612712981862777455,0.209439516068
1612712981918963220,0.209439516068
1612712981983487399,0.226892799139
1612712982055019997,0.575958669186
1612712982110668849,0.959931075573
1612712982164386988,1.15191733837
1612712982228567633,1.23918378353
1612712982291499264,1.22173047066
1612712982354062353,1.23918378353
1612712982412819182,1.25663709641
1612712982479151983,1.23918378353
1612712982536791425,1.22173047066
1612712982600320427,1.22173047066
1612712982661450147,1.22173047066
1612712982722260378,1.20427715778
1612712982793339896,1.18682384491
1612712982852030931,1.16937065125
1612712982923078799,1.15191733837
1612712982983434487,1.1344640255
1612712983052368589,1.09955739975
1612712983118677496,1.08210408688
1612712983182227077,0.855211317539
1612712983252617312,0.38397243619
1612712983319092962,0.261799395084
1612712983378659149,0.244346097112
1612712983439708307,0.314159274101
1612712983513594832,0.558505356312
1612712983569243357,0.767944872379
1612712983640186660,0.959931075573
1612712983693404946,0.92502450943
1612712983764681875,0.855211317539
1612712983832961155,0.785398185253
1612712983890844750,0.541052043438
1612712983957556872,0.279252678156
1612712984028840964,0.226892799139
1612712984093238626,0.226892799139
1612712984162696912,0.244346097112
1612712984222293435,0.401425719261
1612712984284494807,0.750491559505
1612712984345503219,0.855211317539
1612712984408646698,1.09955739975
1612712984479373934,1.20427715778
1612712984543766266,1.25663709641
1612712984604520322,1.23918378353
