rosbagTimestamp,clients,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs
1612714346382412799,,"""192.168.108.1""",,1612713804,860393047,"""192.168.108.1""",,1612713804,876262903,"""192.168.108.1""",,1612713804,873315095,"""192.168.108.1""",,1612713804,863957881,"""192.168.108.1""",,1612713804,865686893,"""192.168.108.1""",,1612713804,874982118,"""192.168.108.1""",,1612713804,884139060,"""192.168.108.1""",,1612713804,882611036,"""192.168.108.1""",,1612713804,871099948,"""192.168.108.1""",,1612713804,879209041,"""192.168.108.1""",,1612713804,861644029,"""192.168.108.1""",,1612713804,862761974,"""192.168.108.1""",,1612713804,858768939,"""192.168.108.1""",,1612713804,867134094,"""192.168.108.1""",,1612713804,868880033,"""192.168.108.1""",,1612713804,877795934,"""192.168.108.1""",,1612713804,880899906
