rosbagTimestamp,clients,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs,-,ip_address,connection_time,secs,nsecs
1612713027948711681,,"""192.168.108.1""",,1612710069,920274019,"""192.168.108.1""",,1612710069,878796100,"""192.168.108.1""",,1612710069,884329080,"""192.168.108.1""",,1612710069,875776052,"""192.168.108.1""",,1612710069,886639118,"""192.168.108.1""",,1612710069,883158922,"""192.168.108.1""",,1612710069,873399019,"""192.168.108.1""",,1612710069,880460977,"""192.168.108.1""",,1612710069,872128009,"""192.168.108.1""",,1612710069,870853900,"""192.168.108.1""",,1612710069,915178060,"""192.168.108.1""",,1612710069,869240045,"""192.168.108.1""",,1612710069,867419004,"""192.168.108.1""",,1612710069,874542951,"""192.168.108.1""",,1612710069,917279958,"""192.168.108.1""",,1612710069,876934051,"""192.168.108.1""",,1612710069,881920099
